name,size
XLI.MAS,503
XLI.MAS,245384
XLI.MAS,6455
XLY.MCD,3249
XLY.MCD,642067
XLY.MCD,35858
XLK.MCHP,1075
XLK.MCHP,703204
XLK.MCHP,15760
XLV.MCK,2219
XLV.MCK,229750
XLV.MCK,8390
XLF.MCO,376
XLF.MCO,271537
XLF.MCO,4379
XBI.MCRB,48
XBI.MCRB,341993
XBI.MCRB,34816
XBI.MDGL,24
XBI.MDGL,60677
XBI.MDGL,1715
XLP.MDLZ,4546
XLP.MDLZ,1211213
XLP.MDLZ,36095
XLV.MDT,4420
XLV.MDT,1509254
XLV.MDT,69681
XBI.MDXG,132929
XBI.MDXG,1192
XLF.MET,129
XLF.MET,881314
XLF.MET,35755
XLY.MGM,832
XLY.MGM,971817
XLY.MGM,103416
XBI.MGNX,217775
XBI.MGNX,5766
XLY.MHK,294
XLY.MHK,181486
XLY.MHK,6009
XLP.MKC,1081
XLP.MKC,227778
XLP.MKC,12097
XLF.MKTX,190
XLF.MKTX,82762
XLF.MKTX,630
XLB.MLM,312
XLB.MLM,112696
XLB.MLM,1737
XLF.MMC,466
XLF.MMC,333549
XLF.MMC,3807
XLI.MMM,2177
XLI.MMM,920473
XLI.MMM,37326
XBI.MNKD,1250
XBI.MNKD,1563848
XBI.MNKD,186329
XRT.MNRO,68944
XRT.MNRO,398
XLP.MNST,2165
XLP.MNST,889660
XLP.MNST,26757
XLP.MO,6598
XLP.MO,2290134
XLP.MO,196038
XBI.MORF,20
XBI.MORF,66378
XBI.MORF,784
XLB.MOS,15628
XLB.MOS,1665484
XLB.MOS,366713
XLE.MPC,2495
XLE.MPC,1040294
XLE.MPC,82653
XLK.MPWR,1365
XLK.MPWR,216173
XLK.MPWR,4803
XLV.MRK,2715
XLV.MRK,2047719
XLV.MRK,162551
XLV.MRNA,14441
XLV.MRNA,1175993
XLV.MRNA,311363
XLE.MRO,27250
XLE.MRO,5364241
XLE.MRO,1519907
XBI.MRSN,117627
XBI.MRSN,20895
XBI.MRTX,232555
XBI.MRTX,5032
SMH.MRVL,12873
SMH.MRVL,1991419
SMH.MRVL,166678
XLF.MS,956
XLF.MS,1193245
XLF.MS,146081
XLF.MSCI,510
XLF.MSCI,133013
XLF.MSCI,610
XLK.MSFT,34008
XLK.MSFT,6579327
XLK.MSFT,1383084
XLK.MSI,473
XLK.MSI,252366
XLK.MSI,2234
XLF.MTB,66
XLF.MTB,343195
XLF.MTB,11579
XLC.MTCH,1204
XLC.MTCH,829391
XLC.MTCH,18291
XLV.MTD,31
XLV.MTD,44192
XLV.MTD,378
XLK.MU,32136
XLK.MU,3969799
XLK.MU,561897
XRT.MUSA,243
XRT.MUSA,128126
XRT.MUSA,2108
XBI.MYGN,143878
XBI.MYGN,3002
XBI.MYOV,831
XBI.MYOV,249656
XBI.MYOV,35623
XBI.NBIX,743
XBI.NBIX,163443
XBI.NBIX,4433
XLY.NCLH,11157
XLY.NCLH,5409316
XLY.NCLH,1937676
XLF.NDAQ,1983
XLF.NDAQ,138111
XLF.NDAQ,5832
XLU.NEE,3315
XLU.NEE,1867263
XLU.NEE,125097
XLB.NEM,14936
XLB.NEM,2054114
XLB.NEM,242490
XLC.NFLX,23233
XLC.NFLX,1997145
XLC.NFLX,466316
XLU.NI,496053
XLU.NI,7524
XLY.NKE,2131
XLY.NKE,994894
XLY.NKE,124349
XBI.NKTX,150
XBI.NKTX,133094
XBI.NKTX,12450
XLK.NLOK,147
XLK.NLOK,1256895
XLK.NLOK,23884
XLI.NLSN,2974
XLI.NLSN,317129
XLI.NLSN,8549
XLI.NOC,2064
XLI.NOC,370193
XLI.NOC,9161
XLK.NOW,5848
XLK.NOW,604705
XLK.NOW,30990
XLU.NRG,181
XLU.NRG,630564
XLU.NRG,12129
XBI.NRIX,421
XBI.NRIX,71959
XBI.NRIX,2876
XLI.NSC,165
XLI.NSC,312986
XLI.NSC,42493
XLK.NTAP,172378
XLK.NTAP,15735
XBI.NTLA,1023
XBI.NTLA,169454
XBI.NTLA,17622
XBI.NTRA,4151
XBI.NTRA,336259
XBI.NTRA,9008
XLF.NTRS,52
XLF.NTRS,201680
XLF.NTRS,2025
XLB.NUE,11606
XLB.NUE,416623
XLB.NUE,28501
XBI.NVAX,10285
XBI.NVAX,1253180
XBI.NVAX,260425
XLK.NVDA,170820
XLK.NVDA,20039986
XLK.NVDA,6520235
XLY.NVR,5
XLY.NVR,2484
XLY.NVR,84
XBI.NVTA,7476
XBI.NVTA,2338759
XBI.NVTA,436005
XLY.NWL,1311
XLY.NWL,867612
XLY.NWL,12514
XLC.NWS,680
XLC.NWS,41419
XLC.NWS,1929
XLC.NWSA,239518
XLC.NWSA,8630
XLK.NXPI,2991
XLK.NXPI,566720
XLK.NXPI,34105
XLRE.O,272
XLRE.O,593981
XLRE.O,116944
XBI.OCGN,7290
XBI.OCGN,931252
XBI.OCGN,347915
XLI.ODFL,234
XLI.ODFL,286586
XLI.ODFL,5945
XRT.ODP,904
XRT.ODP,90291
XRT.ODP,2394
XLV.OGN,705414
XLV.OGN,13492
XLE.OKE,2025
XLE.OKE,515650
XLE.OKE,26248
SMH.OLED,213
SMH.OLED,57215
SMH.OLED,3049
XRT.OLLI,14888
XRT.OLLI,438740
XRT.OLLI,39356
XLC.OMC,233
XLC.OMC,230867
XLC.OMC,6895
SMH.ON,93765
SMH.ON,5850308
SMH.ON,916810
XRT.ONEW,1055
XRT.ONEW,13597
XRT.ONEW,1014
XBI.OPK,1044163
XBI.OPK,78226
XLK.ORCL,1950
XLK.ORCL,1535657
XLK.ORCL,103763
XBI.ORGO,67133
XBI.ORGO,1224
XBI.ORIC,60480
XLY.ORLY,247
XLY.ORLY,112576
XLY.ORLY,4471
XRT.OSTK,4177
XRT.OSTK,506857
XRT.OSTK,82339
XLI.OTIS,506
XLI.OTIS,1021177
XLI.OTIS,10026
XLE.OXY,50014
XLE.OXY,5420850
XLE.OXY,1603827
XRT.PAG,1589
XRT.PAG,115958
XRT.PAG,6003
XLK.PAYC,254
XLK.PAYC,122718
XLK.PAYC,4556
XLK.PAYX,396
XLK.PAYX,365362
XLK.PAYX,12861
XLI.PCAR,864
XLI.PCAR,340900
XLI.PCAR,3032
XBI.PCVX,120121
XBI.PCVX,922
XLRE.PEAK,950206
XLRE.PEAK,8324
XLU.PEG,179
XLU.PEG,509778
XLU.PEG,12852
XLY.PENN,930
XLY.PENN,673138
XLY.PENN,96767
XLP.PEP,1899
XLP.PEP,828577
XLP.PEP,58886
XRT.PETS,252
XRT.PETS,131365
XRT.PETS,5052
XLV.PFE,26875
XLV.PFE,4549931
XLV.PFE,609406
XLF.PFG,16
XLF.PFG,348032
XLF.PFG,9009
XLP.PG,6606
XLP.PG,3463944
XLP.PG,296535
XBI.PGEN,8628
XBI.PGEN,432045
XBI.PGEN,59964
XLF.PGR,581
XLF.PGR,619890
XLF.PGR,26785
XLI.PH,361173
XLI.PH,4489
XLY.PHM,354
XLY.PHM,596203
XLY.PHM,40632
XLB.PKG,199
XLB.PKG,218033
XLB.PKG,5726
XLV.PKI,1783
XLV.PKI,805889
XLV.PKI,26120
XRT.PLCE,1415
XRT.PLCE,93576
XRT.PLCE,2492
XLRE.PLD,369
XLRE.PLD,837284
XLRE.PLD,8665
XLP.PM,2445
XLP.PM,908657
XLP.PM,54772
XBI.PMVP,13
XBI.PMVP,88436
XBI.PMVP,2654
XLF.PNC,284
XLF.PNC,333606
XLF.PNC,7234
XLI.PNR,103
XLI.PNR,340453
XLI.PNR,17707
XLU.PNW,17
XLU.PNW,243861
XLU.PNW,5063
XLY.POOL,413
XLY.POOL,120989
XLY.POOL,6697
XRT.POSH,5500
XRT.POSH,119001
XRT.POSH,5581
XLB.PPG,45
XLB.PPG,254596
XLB.PPG,3490
XLU.PPL,1524
XLU.PPL,905868
XLU.PPL,20404
XRT.PRCH,61887
XRT.PRCH,594239
XRT.PRCH,43535
XBI.PRLD,365
XBI.PRLD,20401
XBI.PRLD,2271
XBI.PRTA,49969
XBI.PRTA,495
XRT.PRTS,2480
XRT.PRTS,143178
XRT.PRTS,13307
XRT.PRTY,17700
XRT.PRTY,994457
XRT.PRTY,243106
XLF.PRU,532
XLF.PRU,410951
XLF.PRU,15105
XLRE.PSA,104
XLRE.PSA,156573
XLRE.PSA,3809
XRT.PSMT,57388
XRT.PSMT,383
XLE.PSX,1465
XLE.PSX,828240
XLE.PSX,84058
XLK.PTC,6
XLK.PTC,129800
XLK.PTC,10903
XBI.PTCT,6211
XBI.PTCT,344494
XBI.PTCT,43747
XBI.PTGX,101062
XBI.PTGX,679
XLY.PVH,779
XLY.PVH,175323
XLY.PVH,3625
XLI.PWR,2247
XLI.PWR,467773
XLI.PWR,23398
XLE.PXD,10969
XLE.PXD,787069
XLE.PXD,89115
XLK.PYPL,29444
XLK.PYPL,3718673
XLK.PYPL,449520
XLK.QCOM,15582
XLK.QCOM,1961524
XLK.QCOM,354867
XRT.QRTEA,23119
XRT.QRTEA,3192675
XRT.QRTEA,929819
XLK.QRVO,112
XLK.QRVO,341799
XLK.QRVO,10254
XRT.QUOT,189347
XRT.QUOT,813
XBI.QURE,102
XBI.QURE,124906
XBI.QURE,6087
XRT.RAD,11340
XRT.RAD,1592737
XRT.RAD,292417
XBI.RARE,20
XBI.RARE,293131
XBI.RARE,7860
XBI.RCEL,31236
XBI.RCEL,2356
XRT.RCII,220
XRT.RCII,122884
XRT.RCII,5430
XBI.RCKT,451789
XBI.RCKT,73159
XLY.RCL,30362
XLY.RCL,7186870
XLY.RCL,1797779
XBI.RCUS,271
XBI.RCUS,102028
XBI.RCUS,17122
XBI.RDUS,12275
XBI.RDUS,90984
XBI.RDUS,3278
XLF.RE,98
XLF.RE,147053
XLF.RE,1978
XRT.REAL,3960
XRT.REAL,1664653
XRT.REAL,198505
XLRE.REG,286801
XLRE.REG,2796
XLV.REGN,208
XLV.REGN,124601
XLV.REGN,3173
XBI.REPL,69013
XBI.REPL,1033
XLF.RF,2878
XLF.RF,2772936
XLF.RF,470005
XBI.RGNX,85310
XBI.RGNX,460
XLI.RHI,106
XLI.RHI,172667
XLI.RHI,4645
XBI.RIGL,1272054
XBI.RIGL,81241
XLF.RJF,236
XLF.RJF,272370
XLF.RJF,1726
XLY.RL,214
XLY.RL,157272
XLY.RL,1669
XBI.RLAY,440
XBI.RLAY,119011
XBI.RLAY,1412
XLV.RMD,30
XLV.RMD,116210
XLV.RMD,1296
XBI.RNA,40601
XBI.RNA,558
XLI.ROK,378
XLI.ROK,217927
XLI.ROK,6590
XLI.ROL,2953
XLI.ROL,305933
XLI.ROL,7304
XLI.ROP,24
XLI.ROP,111765
XLI.ROP,2008
XLY.ROST,627
XLY.ROST,576202
XLY.ROST,11015
XLI.RSG,116
XLI.RSG,343397
XLI.RSG,12955
XLI.RTX,1872
XLI.RTX,1754640
XLI.RTX,51280
XBI.RUBY,511
XBI.RUBY,200591
XBI.RUBY,99000
XRT.RVLV,5501
XRT.RVLV,676436
XRT.RVLV,42983
XBI.RVMD,365467
XBI.RVMD,6894
XBI.RXRX,123059
XBI.RXRX,6340
XBI.RYTM,4562
XBI.RYTM,263499
XBI.RYTM,48334
XBI.SAGE,306
XBI.SAGE,244685
XBI.SAGE,6080
XRT.SAH,20
XRT.SAH,152900
XRT.SAH,3101
XBI.SANA,152
XBI.SANA,243940
XBI.SANA,12875
XLRE.SBAC,204
XLRE.SBAC,144634
XLRE.SBAC,1827
XRT.SBH,413556
XRT.SBH,28756
XLY.SBUX,1363
XLY.SBUX,2450481
XLY.SBUX,137416
XLF.SCHW,1682
XLF.SCHW,1890407
XLF.SCHW,88838
XRT.SCVL,1600
XRT.SCVL,53261
XRT.SCVL,919
XLB.SEE,25
XLB.SEE,213558
XLB.SEE,3396
XBI.SELB,1300
XBI.SELB,405562
XBI.SELB,116703
XRT.SFIX,587548
XRT.SFIX,61630
XRT.SFM,870605
XRT.SFM,105989
XRT.SFT,489905
XRT.SFT,167710
XBI.SGEN,5028
XBI.SGEN,266014
XBI.SGEN,26883
XBI.SGMO,376933
XBI.SGMO,4283
XLB.SHW,5898
XLB.SHW,778693
XLB.SHW,18455
XRT.SIG,1286
XRT.SIG,128967
XRT.SIG,1815
XLF.SIVB,63
XLF.SIVB,87438
XLF.SIVB,7379
XLP.SJM,90
XLP.SJM,159028
XLP.SJM,4524
XLE.SLB,10765
XLE.SLB,2995608
XLE.SLB,146224
XLI.SNA,903
XLI.SNA,55948
XLI.SNA,842
XBI.SNDX,123717
XBI.SNDX,4433
XLK.SNPS,349
XLK.SNPS,335185
XLK.SNPS,14847
XLU.SO,20123
XLU.SO,1141717
XLU.SO,46401
XLRE.SPG,948
XLRE.SPG,464443
XLRE.SPG,46281
XLF.SPGI,681
XLF.SPGI,394526
XLF.SPGI,15223
XBI.SPPI,1100
XBI.SPPI,465771
XBI.SPPI,188575
XBI.SPRO,100
XBI.SPRO,58807
XBI.SPRO,6076
XRT.SPWH,72553
XRT.SPWH,8589
XLU.SRE,62
XLU.SRE,299482
XLU.SRE,5336
XBI.SRNE,10657
XBI.SRNE,2440361
XBI.SRNE,466369
XBI.SRPT,251
XBI.SRPT,232134
XBI.SRPT,93733
XBI.SRRK,108
XBI.SRRK,146000
XBI.SRRK,12791
XRT.SSTK,250
XRT.SSTK,83178
XRT.SSTK,760
XLV.STE,183
XLV.STE,166473
XLV.STE,1971
SMH.STM,1310
SMH.STM,437444
SMH.STM,21356
XBI.STOK,62695
XBI.STOK,320
XBI.STRO,117059
XBI.STRO,8904
XLF.STT,174
XLF.STT,419441
XLF.STT,15287
XLK.STX,1240
XLK.STX,358749
XLK.STX,34589
XLP.STZ,432
XLP.STZ,338597
XLP.STZ,18742
XLI.SWK,4512
XLI.SWK,702344
XLI.SWK,48679
XLK.SWKS,945
XLK.SWKS,319210
XLK.SWKS,13763
XBI.SWTX,187804
XBI.SWTX,5003
XLF.SYF,993
XLF.SYF,867971
XLF.SYF,43848
XLV.SYK,221
XLV.SYK,415597
XLV.SYK,6252
XLP.SYY,2936
XLP.SYY,779847
XLP.SYY,24177
XLC.T,56400
XLC.T,11100555
XLC.T,1843095
XRT.TA,35147
XRT.TA,3785
XLP.TAP,649
XLP.TAP,514234
XLP.TAP,11108
XBI.TCRR,1700
XBI.TCRR,28777
XBI.TCRR,7644
XLI.TDG,303
XLI.TDG,94533
XLI.TDG,9448
XRT.TDUP,368599
XRT.TDUP,11340
XLK.TDY,311
XLK.TDY,48134
XLK.TDY,460
XLV.TECH,8
XLV.TECH,47990
XLV.TECH,7478
XLK.TEL,682
XLK.TEL,386486
XLK.TEL,9290
XLK.TER,1491
XLK.TER,379866
XLK.TER,7181
XLF.TFC,259
XLF.TFC,1747195
XLF.TFC,58188
XLV.TFX,294
XLV.TFX,306986
XLV.TFX,6172
XLY.TGT,11378
XLY.TGT,1504035
XLY.TGT,311352
XBI.TGTX,2700
XBI.TGTX,631708
XBI.TGTX,41704
XLY.TJX,329
XLY.TJX,2159346
XLY.TJX,52324
XLV.TMO,728
XLV.TMO,499132
XLV.TMO,6901
XLC.TMUS,699
XLC.TMUS,1135697
XLC.TMUS,70324
XLY.TPR,4028
XLY.TPR,462776
XLY.TPR,8139
XBI.TPTX,84494
XBI.TPTX,1129
XLK.TRMB,203989
XLK.TRMB,3215
XLF.TROW,1128
XLF.TROW,395273
XLF.TROW,20420
XLF.TRV,86
XLF.TRV,321571
XLF.TRV,11244
XLY.TSCO,1993
XLY.TSCO,268286
XLY.TSCO,16275
XLY.TSLA,522340
XLY.TSLA,14966333
XLY.TSLA,4985516
SMH.TSM,20353
SMH.TSM,6225630
SMH.TSM,381138
XLP.TSN,3421
XLP.TSN,228592
XLP.TSN,12466
XBI.TSVT,69277
XBI.TSVT,1161
XLI.TT,69
XLI.TT,221983
XLI.TT,4317
XLC.TTWO,5035
XLC.TTWO,527962
XLC.TTWO,21836
XBI.TVTX,214831
XBI.TVTX,315
XBI.TWST,2869
XBI.TWST,236685
XBI.TWST,7678
XLC.TWTR,14339
XLC.TWTR,5431633
XLC.TWTR,864080
XLK.TXN,2304
XLK.TXN,1293044
XLK.TXN,42612
XLI.TXT,343
XLI.TXT,147045
XLI.TXT,5087
XLK.TYL,124
XLK.TYL,46886
XLK.TYL,797
XLY.UA,10756
XLY.UA,713738
XLY.UA,129221
XLY.UAA,4588
XLY.UAA,2202347
XLY.UAA,118674
XLI.UAL,7919
XLI.UAL,2502162
XLI.UAL,799842
XLRE.UDR,727443
XLRE.UDR,1859
XLV.UHS,7
XLV.UHS,93309
XLV.UHS,571
XLY.ULTA,54
XLY.ULTA,214653
XLY.ULTA,9068
XLV.UNH,1809
XLV.UNH,680751
XLV.UNH,57554
XLI.UNP,443
XLI.UNP,556967
XLI.UNP,17919
XLI.UPS,1045
XLI.UPS,602314
XLI.UPS,25481
XRT.URBN,2330
XRT.URBN,579140
XRT.URBN,4313
XLI.URI,448
XLI.URI,311330
XLI.URI,18581
XLF.USB,1169
XLF.USB,2269990
XLF.USB,177298
XBI.UTHR,852
XBI.UTHR,125491
XBI.UTHR,10623
XLK.V,9164
XLK.V,1826301
XLK.V,122938
XBI.VBIV,334619
XBI.VBIV,99415
XBI.VCEL,57605
XBI.VCEL,1595
XBI.VCYT,212538
XBI.VCYT,2476
XLY.VFC,5599
XLY.VFC,960322
XLY.VFC,23736
XBI.VIR,310
XBI.VIR,124296
XBI.VIR,4283
XBI.VKTX,166728
XBI.VKTX,23307
XLE.VLO,3232
XLE.VLO,1016636
XLE.VLO,141658
XLB.VMC,266
XLB.VMC,181997
XLB.VMC,4548
XBI.VNDA,44154
XBI.VNDA,3013
XLRE.VNO,154
XLRE.VNO,458021
XLRE.VNO,42144
XRT.VRM,30125
XRT.VRM,3120983
XRT.VRM,1120718
XLI.VRSK,391
XLI.VRSK,127574
XLI.VRSK,1904
XLK.VRSN,2367
XLK.VRSN,190960
XLK.VRSN,8018
XLV.VRTX,5195
XLV.VRTX,407171
XLV.VRTX,43446
XRT.VSCO,575
XRT.VSCO,400524
XRT.VSCO,40704
XBI.VSTM,3324
XBI.VSTM,346023
XBI.VSTM,61170
XBI.VTGN,7582
XBI.VTGN,6483268
XBI.VTGN,2675416
XLRE.VTR,40
XLRE.VTR,300461
XLRE.VTR,3714
XLV.VTRS,128
XLV.VTRS,2958792
XLV.VTRS,233084
XBI.VXRT,1982
XBI.VXRT,413009
XBI.VXRT,77134
XLC.VZ,6737
XLC.VZ,6621711
XLC.VZ,461319
XRT.W,5072
XRT.W,855771
XRT.W,152895
XLI.WAB,34
XLI.WAB,196315
XLI.WAB,8797
XLV.WAT,11111
XLV.WAT,155197
XLV.WAT,4557
XLP.WBA,4503
XLP.WBA,1467208
XLP.WBA,97311
XLK.WDC,845
XLK.WDC,659740
XLK.WDC,35482
XLU.WEC,347
XLU.WEC,204077
XLU.WEC,5878
XLRE.WELL,10
XLRE.WELL,356744
XLRE.WELL,6019
XLF.WFC,1397
XLF.WFC,4220366
XLF.WFC,310958
XLY.WHR,198
XLY.WHR,180595
XLY.WHR,6436
XRT.WINA,1735
XRT.WINA,22
XRT.WISH,86252
XRT.WISH,3466998
XRT.WISH,758053
XLI.WM,573
XLI.WM,554514
XLI.WM,26375
XLE.WMB,45222
XLE.WMB,1759785
XLE.WMB,67038
XRT.WMK,187
XRT.WMK,11977
XRT.WMK,39
XLP.WMT,8565
XLP.WMT,2490775
XLP.WMT,334462
XRT.WOOF,700
XRT.WOOF,571403
XRT.WOOF,22418
XLF.WRB,1410
XLF.WRB,306174
XLF.WRB,11525
XLB.WRK,308
XLB.WRK,202426
XLB.WRK,4196
XLV.WST,176
XLV.WST,118402
XLV.WST,1356
XLK.WU,2447
XLK.WU,481701
XLK.WU,27424
XLRE.WY,190
XLRE.WY,666443
XLRE.WY,13791
XLY.WYNN,3281
XLY.WYNN,712423
XLY.WYNN,178453
XLU.XEL,45
XLU.XEL,866641
XLU.XEL,7072
XBI.XNCR,36403
XBI.XNCR,1263
XLE.XOM,18662
XLE.XOM,6276382
XLE.XOM,966767
XLV.XRAY,57
XLV.XRAY,332921
XLV.XRAY,3768
XLI.XYL,466
XLI.XYL,279361
XLI.XYL,6132
XBI.YMAB,62318
XBI.YMAB,4747
XLY.YUM,251
XLY.YUM,555300
XLY.YUM,71533
XLV.ZBH,18149
XLV.ZBH,395823
XLV.ZBH,42528
XLK.ZBRA,20569
XLK.ZBRA,176138
XLK.ZBRA,26195
XLF.ZION,11689
XLF.ZION,170933
XLF.ZION,35850
XBI.ZNTL,1814
XBI.ZNTL,62255
XBI.ZNTL,16096
XLV.ZTS,57846
XLV.ZTS,189130
XLV.ZTS,35065
XRT.ZUMZ,1155
XRT.ZUMZ,50742
XRT.ZUMZ,12192
